Player,EVENTS PLAYED,PGA TOUR WINS,INTERNATIONAL WINS,CUTS MADE,RUNNER UP,THIRD PLACE FINISHES,TOP 5 FINISHES,TOP 10 FINISHES,YEAR JOINED TOUR,OFFICIAL MONEY,ALL WINS,FEDEXCUP CHAMPION
Steve Reid,196,1,0,121/196,0,1,5,16,-,"$110,441",,
Mike Reid,591,2,0,415/591,7,14,47,78,-,"$4,686,774",,
Ron Reif,123,0,0,76/123,1,0,1,4,-,"$21,030",,
Kyle Reifers,168,0,0,89/168,1,0,3,8,2007,"$4,201,240",,
Charles Reiter,7,0,0,1/7,0,0,0,0,-,"$51,911",,
Jean-Francois Remesy,7,0,0,2/7,0,0,0,0,-,"$76,857",,
Jack Renner,348,3,0,234/348,8,5,20,53,-,"$1,579,090",,
Jim Renner,76,0,0,24/76,1,0,3,3,2011,"$1,247,591",,
John Restino,29,0,0,7/29,0,0,0,0,-,"$48,050",,
Sam Reynolds,41,0,0,29/41,0,0,0,0,-,"$3,775",,
Gabe Reynolds,1,0,0,0/1,0,0,0,0,-,$0,,
Johnny Revolta,298,20,0,284/298,19,15,76,133,-,"$60,947",,
Rick Rhoads,155,0,0,88/155,1,0,2,3,-,"$59,656",,
Ted Rhodes,67,0,0,62/67,0,0,1,2,-,"$5,164",,
Dick Rhyan,239,0,0,155/239,0,2,5,9,-,"$102,685",,
Gordon Richards,4,1,0,4/4,0,0,1,1,-,$175,,
Tad Rhyan,33,0,0,7/33,1,0,1,1,-,"$50,524",,
Tag Ridings,239,0,0,122/239,1,3,6,13,2003,"$4,712,032",,
Matthew Riedel,9,0,0,6/9,0,0,0,0,2025,"$122,682",,
Skee Riegel,201,0,0,164/201,3,3,16,26,-,"$39,728",,
Chris Riley,346,1,0,217/346,4,3,17,33,1999,"$11,525,199",,
Jim Riggins,27,0,0,15/27,0,0,0,1,-,"$1,205",,
John Riegger,224,0,0,109/224,0,0,1,3,-,"$2,240,539",,
Davis Riley,112,2,0,67/112,1,0,6,11,2022,"$9,139,560",,
Larry Rinker,525,0,0,283/525,2,2,6,26,-,"$2,007,824",,
Lee Rinker,190,0,0,99/190,2,1,4,8,-,"$1,221,129",,
Steve Rintoul,95,0,0,44/95,1,0,2,3,-,"$310,583",,
Bob Risch,25,0,0,12/25,0,0,0,0,-,"$6,958",,
Wes Roach,93,0,0,48/93,0,1,2,5,2014,"$2,100,804",,
Hillman Robbins,35,0,0,22/35,0,0,0,1,-,$958,,
Johnny Robbins,2,1,0,2/2,0,0,1,1,-,$0,,
Bill Robinson,29,0,0,10/29,0,0,0,0,-,"$2,812",,
Loren Roberts,632,8,0,450/632,10,10,46,93,1981,"$15,154,767",,
Dave Robertson,16,1,0,14/16,0,1,2,4,-,$0,,
Jerry Robison,35,0,0,23/35,0,0,0,0,-,"$1,212",,
Alexandre Rocha,51,0,10,26/51,1,0,2,2,2011,"$887,506",,
Patrick Rodgers,294,0,0,184/294,4,4,14,28,2015,"$17,529,885",,
Robert Rock,15,0,2,8/15,0,0,0,1,-,"$399,034",,
Costantino Rocca,27,0,0,16/27,1,0,2,3,-,"$464,258",,
Phil Rodgers,462,5,0,341/462,6,7,32,62,-,"$482,771",,
Frank Rodia,21,1,0,14/21,1,1,6,8,-,$313,,
Chi Chi Rodriguez,591,8,0,422/591,11,9,46,87,-,"$1,037,106",,
Anthony Rodriguez,37,0,0,11/37,0,0,0,0,-,"$66,130",,
José de Jesús Rodríguez,34,0,22,12/34,0,0,0,0,2019,"$417,164",,
Martin Roesink,61,0,0,38/61,1,1,2,3,-,"$21,989",,
Bill Rogers,320,6,0,232/320,9,4,35,60,-,"$1,384,710",,
Mark Rohde,26,0,0,7/26,0,0,0,0,-,"$12,387",,
John Rogers,64,1,0,58/64,2,1,9,20,-,"$2,050",,
John Rollins,450,3,0,254/450,8,2,24,43,2000,"$18,446,947",,
Walter Romans,58,0,0,40/58,0,0,0,2,-,"$2,626",,
Andres Romero,231,1,9,130/231,2,4,11,23,2008,"$9,700,831",,
Bob Rosburg,467,6,0,391/467,19,13,67,113,-,"$436,446",,
Eduardo Romero,96,0,24,42/96,1,0,3,5,1994,"$613,823",,
Clarence Rose,472,1,0,237/472,6,2,15,26,-,"$2,155,380",,
Justin Rose,435,11,12,340/435,17,15,72,115,2004,"$68,997,660",,2018
Thomas Rosenmueller,10,0,3,4/10,0,0,0,0,2025,"$120,014",,
Alex Ross,15,1,0,15/15,0,0,2,4,-,$0,,
Bob Ross,32,0,0,12/32,0,0,0,0,-,"$1,608",,
John Ross,48,0,0,24/48,0,0,0,0,-,"$126,453",,
Chuck Rotar,90,0,0,54/90,1,0,1,3,-,"$10,983",,
Dennis Rouse,34,0,0,14/34,0,0,0,0,-,"$2,361",,
Jim Roy,33,0,0,10/33,0,0,0,0,-,"$8,719",,
John Rouse,31,0,0,28/31,0,0,1,3,-,$834,,
Kevin Roy,43,0,0,16/43,0,0,0,2,2023,"$1,098,117",,
Hugh Royer,164,1,0,123/164,0,1,3,11,-,"$4,325",,
Hugh Royer III,98,0,0,36/98,0,0,2,4,-,"$350,407",,
Ed Rubis,46,0,0,30/46,0,0,0,0,-,"$2,810",,
Antoine Rozner,17,0,5,13/17,0,0,0,0,2025,"$553,704",,
Mason Rudolph,505,5,0,409/505,7,9,47,95,-,"$557,820",,
Craig Rudolph,28,0,0,7/28,0,0,0,0,-,"$14,765",,
Jack Rule,159,2,0,130/159,1,2,10,19,-,"$93,045",,
John Ruedi,42,0,0,26/42,1,0,1,2,-,"$3,872",,
Brett Rumford,40,0,0,19/40,0,0,0,1,-,"$517,941",,
Dave Rummells,341,0,0,195/341,1,5,9,23,-,"$1,909,430",,
Paul Runyan,295,28,0,273/295,19,22,101,161,-,"$50,947",,
Gary Rusnak,31,0,0,16/31,0,0,0,0,-,"$76,203",,
Jim Rutledge,56,0,4,13/56,0,0,0,0,-,"$74,140",,
Sam Ryder,211,0,0,120/211,2,5,11,20,2018,"$10,085,422",,
Rory Sabbatini,605,6,0,374/605,14,13,43,80,1999,"$36,119,041",,
Charlie Rymer,83,0,0,37/83,0,1,2,3,-,"$383,419",,
Ed Sabo,90,0,0,51/90,0,0,3,3,-,"$60,045",,
Jack Sabol,25,0,0,23/25,0,1,3,9,-,$0,,
Akio Sadakata,32,0,0,12/32,0,0,0,0,-,"$115,045",,
Jose Antonio Safa,3,0,0,0/3,0,0,0,0,-,$0,,
Carlos Sainz Jr,22,0,0,3/22,0,0,0,1,2015,"$124,115",,
Isaiah Salinda,20,0,0,12/20,0,1,1,2,2025,"$1,313,437",,
Harold Sampson,31,2,0,30/31,1,2,8,14,-,$809,,
Jarmo Sandelin,25,0,0,7/25,0,0,0,0,-,"$76,196",,
Bill Sander,358,0,0,181/358,2,0,6,15,-,"$823,428",,
Gary Sanders,45,0,0,29/45,0,0,0,3,-,"$24,810",,
Doug Sanders,513,20,0,411/513,20,12,80,146,-,"$772,993",,
Jeff Sanders,77,0,0,29/77,0,0,0,1,-,"$63,199",,
Monte Sanders,44,0,0,27/44,0,0,0,1,-,"$6,466",,
Tom Sanderson,45,0,0,25/45,0,1,3,3,-,"$14,301",,
Gene Sarazen,316,38,1,289/316,28,29,124,185,1920,"$76,815",,
Cesar Sanudo,259,1,0,143/259,0,0,2,11,-,"$175,897",,
George Sargent,35,1,0,22/35,2,2,6,11,-,"$2,150",,
Sam Saunders,158,0,0,73/158,1,0,3,10,2015,"$3,456,499",,
Hisayuki Sasaki,28,0,0,16/28,0,0,0,0,-,"$145,072",,
Gene Sauers,466,3,0,291/466,6,5,27,46,-,"$4,660,569",,
Frederick Savage,1,1,0,1/1,0,0,1,1,-,$0,,
Chuck Scally,27,0,0,19/27,0,0,0,0,-,"$2,702",,
Ken Schall,47,0,0,13/47,0,0,0,0,-,"$64,904",,
Herman Scharlau,68,0,0,58/68,0,0,0,1,-,"$5,938",,
Xander Schauffele,190,9,1,167/190,15,9,47,66,2017,"$58,553,798",,
Scottie Scheffler,138,13,1,119/138,10,11,47,64,2020,"$76,722,784",,2024
Adam Schenk,226,0,0,130/226,2,1,7,18,2018,"$12,139,415",,
John Schlee,305,1,0,232/305,4,1,15,41,-,"$477,940",,
Marty Schiene,38,0,0,9/38,0,0,0,0,-,"$25,699",,
Tom Scherrer,209,1,0,95/209,1,1,5,9,-,"$2,850,394",,
Matti Schmid,76,0,0,35/76,0,2,3,8,2023,"$3,327,384",,
Leonard Schmutte,32,1,0,28/32,0,0,2,11,-,$584,,
Sam Schneider,25,0,0,17/25,0,1,2,4,-,"$1,917",,
George Schneiter,121,0,0,110/121,1,1,5,19,-,"$15,578",,
Brady Schnell,27,0,0,7/27,0,0,0,0,2019,"$220,016",,
Ollie Schniederjans,102,0,1,58/102,1,3,5,9,2017,"$4,155,653",,
George Schoux,44,1,0,42/44,2,3,9,17,-,"$13,987",,
Dave Schreyer,26,0,0,4/26,0,0,0,0,-,"$16,215",,
John Schroeder,356,1,0,244/356,5,3,13,34,-,"$546,569",,
Mike Schuchart,58,0,0,18/58,0,0,1,1,-,"$82,993",,
Eddie Schultz,29,3,0,25/29,0,2,7,11,-,$548,,
Jason Schultz,53,0,0,20/53,0,0,0,0,-,"$324,512",,
Ted Schulz,289,2,0,138/289,1,3,9,15,-,"$1,645,215",,
Matthias Schwab,74,0,0,38/74,0,1,2,7,2022,"$2,073,821",,
Pat Schwab,61,0,0,50/61,0,0,1,2,-,"$16,633",,
Charl Schwartzel,252,2,13,182/252,5,8,21,40,-,"$21,059,636",,
Brent Schwarzrock,70,0,0,34/70,0,0,0,2,-,"$793,917",,
Adam Scott,415,14,14,347/415,16,11,65,115,2003,"$68,667,436",,
Shelby Scott,1,1,0,1/1,0,0,1,1,-,$0,,
Max Sear,3,0,0,0/3,0,0,0,0,-,$0,,
Chase Seiffert,71,0,0,38/71,0,1,2,3,2020,"$1,934,844",,
Gib Sellers,49,0,0,48/49,0,0,2,4,-,"$6,460",,
Ed Selser,28,0,0,6/28,0,0,0,0,-,"$2,926",,
John Senden,481,2,4,320/481,4,1,18,43,2002,"$21,654,648",,
Peter Senior,51,0,26,28/51,1,0,1,1,-,"$252,366",,
Felix Serafin,100,4,0,94/100,4,1,13,29,-,"$9,754",,
Shubhankar Sharma,23,0,8,15/23,0,0,0,3,-,"$978,019",,
Bob Shave,31,0,0,30/31,0,1,1,7,-,$374,,
John Serafin,25,0,0,21/25,0,0,0,0,-,"$1,183",,
"Bob Shave, Jr.",158,0,0,116/158,1,0,5,14,-,"$42,482",,
Bob Shaw,107,1,0,60/107,2,0,4,7,-,"$77,107",,
Tom Shaw,447,4,0,272/447,0,0,7,26,-,"$434,756",,
Bob Shearer,151,1,0,108/151,3,0,11,16,-,"$378,336",,
Mike Shea,32,0,0,15/32,0,0,1,1,-,"$10,555",,
Patrick Sheehan,206,0,0,128/206,1,1,4,7,-,"$4,132,804",,
Patrick Sheehan,1,0,0,0/1,0,0,0,0,-,$0,,
Robby Shelton,133,0,0,66/133,0,2,3,8,2020,"$4,441,714",,
Charles Sheppard,32,0,0,28/32,2,1,5,9,-,"$3,625",,
W. Sherwood,26,0,0,16/26,0,0,0,3,-,$0,,
Jack Shields,56,0,0,50/56,1,0,1,5,-,"$4,666",,
Chan Shih-chang,2,0,14,2/2,0,0,0,0,-,"$14,070",,
Conrad Shindler,26,0,0,13/26,0,0,0,0,2018,"$277,427",,
Neal Shipley,11,0,0,9/11,0,0,0,1,-,"$433,970",,
"Don Shirey, Jr.",120,0,0,50/120,0,1,1,3,-,"$233,763",,
"Wes Short, Jr.",94,1,0,33/94,0,0,2,2,2004,"$1,652,656",,
George Shortridge,34,0,0,18/34,0,0,1,2,-,"$10,173",,
Tom Sieckmann,314,1,0,142/314,2,3,8,16,-,"$1,310,647",,
Denny Shute,283,15,0,261/283,17,8,70,125,-,"$47,635",,
Dick Siderowf,27,0,0,13/27,0,0,0,0,-,$0,,
Marcel Siem,35,0,6,23/35,0,0,0,1,-,"$1,007,243",,
Charles Sifford,493,2,1,399/493,4,5,19,51,1961,"$341,224",,
Curtis Sifford,184,0,0,98/184,0,0,5,10,-,"$92,557",,
Greyson Sigg,113,0,0,64/113,0,0,1,9,2022,"$4,485,224",,
Dan Sikes,422,6,0,367/422,12,9,41,94,-,"$818,420",,
R.H. Sikes,281,2,0,204/281,6,3,17,43,-,"$344,387",,
Hiram Silfa,12,0,0,0/12,0,0,0,0,-,$0,,
Tony Sills,337,1,0,173/337,1,3,10,22,-,"$1,173,361",,
Larry Silveira,158,0,0,66/158,0,0,2,4,-,"$423,025",,
Ben Silverman,97,0,1,49/97,0,0,1,3,2018,"$2,536,224",,
Michael Sim,68,0,1,36/68,1,2,3,5,-,"$2,186,281",,
Gaylon Simon,25,0,0,6/25,0,0,0,0,-,$608,,
Reinaldo Simoni,1,0,0,0/1,0,0,0,0,-,$0,,
Jim Simons,420,3,0,288/420,6,3,20,39,-,"$981,056",,
Bob Simpson,13,2,0,12/13,1,1,4,8,-,$0,,
Jim Simpson,27,0,0,18/27,0,0,0,2,-,$245,,
Scott Simpson,600,7,4,403/600,15,10,45,77,1979,"$6,778,273",,
Tim Simpson,540,4,0,358/540,5,5,33,66,1977,"$3,406,017",,
Joey Sindelar,699,7,0,456/699,9,8,38,83,-,"$11,196,462",,
Webb Simpson,377,7,0,281/377,11,9,45,84,2009,"$45,885,963",,
Jeev Milkha Singh,60,0,0,36/60,0,0,1,4,2009,"$1,178,393",,
Vijay Singh,638,34,18,506/638,28,17,115,185,1993,"$71,281,216",,2008
Geoffrey Sisk,41,0,0,10/41,0,0,0,0,-,"$121,932",,
David Skinns,67,0,0,32/67,0,0,1,2,2022,"$1,581,600",,
Lee Slattery,6,0,4,4/6,0,0,0,1,-,"$97,817",,
George Slingerland,8,1,0,4/8,0,0,1,1,-,$100,,
Roger Sloan,154,0,0,72/154,2,0,2,5,2015,"$3,355,201",,
Heath Slocum,408,4,0,240/408,3,3,18,35,2001,"$15,948,701",,
Jeff Sluman,700,6,1,516/700,15,10,47,105,-,"$18,165,266",,
Mike Small,72,0,0,24/72,0,0,0,1,-,"$350,024",,
Terry Small,44,0,0,18/44,0,0,0,0,-,"$8,336",,
Sonny Skinner,121,0,0,47/121,0,0,0,0,-,"$226,981",,
Alex Smalley,110,0,0,64/110,2,0,5,10,2022,"$7,190,556",,
Al Smith,127,0,0,121/127,1,1,2,20,-,"$19,418",,
Alex Smith,10,3,0,9/10,2,0,6,7,-,$0,,
Art Smith,11,1,0,7/11,0,0,2,4,-,$100,,
Bob Smith,371,0,0,267/371,1,2,11,35,-,"$385,283",,
Cameron Smith,180,6,3,128/180,2,5,23,36,-,"$29,505,309",,
Clarence Smith,4,1,0,4/4,0,0,1,1,-,$0,,
Chris Smith,334,1,0,165/334,0,2,8,18,1996,"$5,016,813",,
George Smith,25,0,0,10/25,0,0,0,0,-,"$1,093",,
George Smith,2,1,0,2/2,0,0,1,1,-,$0,,
Horton Smith,370,30,0,349/370,34,19,123,193,-,"$73,596",,
Ivan Smith,48,0,0,11/48,0,0,0,1,-,"$24,556",,
Jerry Smith,153,0,0,72/153,0,1,3,6,-,"$1,900,122",,
Jordan Smith,14,0,2,8/14,0,0,0,1,-,"$840,732",,
Macdonald Smith,107,25,0,107/107,12,14,64,86,-,"$26,036",,
Marion Smith,8,1,0,4/8,0,0,1,1,-,$0,,
Nate Smith,25,0,0,9/25,0,0,0,0,-,"$170,643",,
Mike Smith,336,0,0,162/336,2,1,6,14,-,"$1,024,313",,
Taylor Smith,60,0,0,33/60,1,1,2,3,-,"$343,036",,
Willie Smith,5,2,0,5/5,1,0,3,4,-,$0,,
Austin Smotherman,77,0,0,46/77,0,0,1,3,2022,"$2,142,114",,
J.C. Snead,632,8,0,462/632,10,12,46,94,-,"$2,197,545",,
Sam Snead,585,82,6,527/585,57,49,241,330,1936,"$713,155",,
Brandt Snedeker,446,9,1,303/446,8,10,42,80,2007,"$41,172,530",,2012
Ed Sneed,405,4,0,267/405,3,7,28,46,-,"$860,268",,
Ansel Snow,58,0,0,54/58,1,0,1,1,-,"$2,340",,
Terry Snodgrass,26,0,0,9/26,0,0,0,0,-,"$19,159",,
John Snyder,27,0,0,1/27,0,0,0,0,-,"$1,338",,
Brent Snyder,2,0,0,0/2,0,0,0,0,-,$0,,
Joey Snyder III,62,0,0,26/62,0,0,1,4,2005,"$1,267,815",,
Sebastian Soderberg,9,0,1,6/9,0,0,0,1,-,"$210,951",,
Mick Soli,153,0,0,66/153,0,0,1,1,-,"$106,504",,
Young-han Song,9,0,2,8/9,0,0,0,0,-,"$225,270",,
Mike Souchak,373,15,0,329/373,18,10,64,102,-,"$287,463",,
Bruce Soulsby,64,0,0,30/64,0,0,0,0,-,"$83,219",,
Bob Sowards,41,0,0,11/41,0,0,0,1,2008,"$282,489",,
J.J. Spaun,231,1,0,146/231,3,5,11,24,2017,"$17,336,230",,
Bob Spence,36,0,0,18/36,0,0,0,0,-,$513,,
Craig Spence,58,0,0,17/58,0,0,2,2,-,"$443,387",,
George Spencer,6,1,0,3/6,0,0,1,1,-,$215,,
Jordan Spieth,290,13,2,234/290,18,11,55,91,2013,"$64,307,894",,2015
Jack Spradlin,79,0,0,26/79,1,0,1,1,-,"$19,749",,
Mike Sposa,174,0,0,90/174,0,0,1,4,-,"$1,905,075",,
Steve Spray,197,1,0,123/197,1,0,5,14,-,"$142,045",,
Hayden Springer,37,0,0,19/37,0,1,1,5,2024,"$1,791,270",,
Marshall Springer,27,0,0,17/27,0,0,0,0,-,$415,,
Mike Springer,342,2,0,156/342,1,4,11,22,-,"$2,596,451",,
W. Stackhouse,42,0,0,32/42,0,0,0,2,-,"$1,730",,
Craig Stadler,652,13,4,465/652,19,16,76,137,-,"$10,021,897",,
Kevin Stadler,319,1,2,166/319,2,1,8,23,2005,"$9,759,661",,
Marvin Stahl,25,0,0,20/25,0,0,1,4,-,"$1,680",,
Gary Stal,3,0,3,2/3,0,0,0,0,-,$0,,
Stephen Stallings Jr.,14,0,0,7/14,0,0,0,0,-,"$123,088",,
Jim Stamps,30,0,0,25/30,0,0,0,0,-,"$2,744",,
Scott Stallings,355,3,0,185/355,4,4,21,31,2011,"$18,706,161",,
Mike Standly,312,1,0,150/312,2,0,7,12,-,"$1,834,597",,
Jimmy Stanger,20,0,0,7/20,0,1,1,1,2024,"$628,546",,
Paul Stankowski,404,2,2,217/404,1,2,13,30,1994,"$7,357,259",,
Kyle Stanley,328,2,0,195/328,4,3,12,24,2011,"$17,082,222",,
Bob Stanton,176,0,0,124/176,2,2,8,20,-,"$200,941",,
Nate Starks,81,0,0,52/81,0,0,0,1,-,"$37,275",,
B.J. Staten,25,0,0,10/25,0,0,1,2,-,"$428,593",,
Kenneth Staton,60,0,0,21/60,0,0,2,2,-,"$537,202",,
Brendan Steele,298,3,0,204/298,3,3,19,35,2011,"$20,223,613",,
Iain Steel,26,0,0,8/26,0,0,0,0,-,"$36,703",,
Jerry Steelsmith,213,0,0,175/213,5,2,10,25,-,"$101,177",,
Shawn Stefani,196,0,0,108/196,2,0,3,12,2013,"$6,314,316",,
Scott Steger,33,0,0,7/33,0,0,0,0,-,"$5,706",,
Brett Stegmaier,83,0,0,42/83,1,0,2,3,2016,"$1,768,312",,
Henrik Stenson,241,6,14,175/241,10,10,34,48,-,"$32,224,921",,2013
Jeff Steinberg,27,0,0,6/27,0,0,0,0,-,"$2,294",,
Scott Sterling,45,0,0,27/45,0,0,0,2,-,"$963,699",,
Richard Sterne,63,0,8,33/63,0,0,1,2,2015,"$537,067",,
Johnny Stevens,30,0,0,21/30,0,0,0,0,-,"$11,453",,
Tom Stevens,21,1,0,19/21,0,1,4,9,-,$0,,
Sam Stevens,80,0,0,58/80,2,1,4,8,2023,"$5,703,500",,
Pinky Stevenson,25,0,0,17/25,0,0,0,0,-,"$1,822",,
Earl Stewart,202,3,0,178/202,5,5,21,35,-,"$98,543",,
Payne Stewart,465,11,7,368/465,25,19,80,130,1981,"$11,737,008",,
Darron Stiles,154,0,1,62/154,0,0,0,3,2003,"$1,683,861",,
Ken Still,489,3,0,365/489,5,3,17,42,-,"$503,052",,
Ray Stewart,205,0,0,106/205,2,0,3,9,-,"$552,589",,
Adrian Stills,26,0,0,11/26,0,0,0,0,-,"$11,062",,
Dave Stockton,599,10,0,421/599,9,6,40,87,1964,"$1,303,281",,
"Dave Stockton, Jr.",271,0,0,113/271,1,3,6,13,-,"$1,658,498",,
Andre Stolz,36,1,0,13/36,0,0,1,1,-,"$942,647",,
Bob Stone,138,0,0,97/138,1,2,4,9,-,"$91,391",,
Ralph Stonehouse,34,1,0,33/34,0,1,4,11,-,"$1,381",,
Stan Stopa,26,0,0,2/26,0,0,0,0,-,"$170,706",,
Tom Storey,117,0,0,53/117,0,1,2,2,-,"$54,101",,
Sepp Straka,178,3,0,108/178,3,2,16,24,2019,"$22,382,654",,
Dick Stranahan,71,0,0,46/71,0,0,0,0,-,"$7,216",,
Graeme Storm,15,0,4,7/15,0,0,0,1,-,"$80,018",,
Frank Stranahan,318,6,0,293/318,6,8,35,62,-,"$64,594",,
Curtis Strange,598,17,0,428/598,13,20,75,129,-,"$7,599,951",,
Frank Strazza,30,0,0,26/30,0,0,1,4,-,"$1,308",,
Robert Streb,309,2,0,161/309,3,1,10,23,2013,"$13,296,183",,
Ron Streck,355,2,0,216/355,2,0,9,25,-,"$817,211",,
Steve Stricker,520,12,2,386/520,16,10,61,109,1994,"$44,936,354",,
Kevin Streelman,466,2,0,305/466,6,8,20,53,2008,"$27,404,397",,
Brian Stuard,352,1,0,189/352,2,1,13,24,2010,"$12,136,998",,
Chris Stroud,404,1,0,209/404,2,2,13,34,2007,"$13,368,857",,
Bobby Stroble,37,0,0,15/37,0,0,0,0,-,"$4,921",,
Glenn Stuart,30,0,0,21/30,1,0,1,2,-,"$6,404",,
Larry Stubblefield,25,0,0,8/25,0,0,0,0,-,"$5,010",,
Bob Stupple,28,1,0,24/28,0,0,2,4,-,"$1,336",,
Grant Sturgeon,2,0,0,1/2,0,0,0,0,-,"$13,300",,
Jackson Suber,13,0,0,6/13,0,0,0,1,2025,"$408,662",,
Daniel Suchan,,,,,,,,,,,,
Zack Sucher,70,0,0,24/70,1,0,1,1,2015,"$1,136,754",,
Yuta Sugiura,2,0,3,1/2,0,0,0,1,-,"$266,050",,
Justin Suh,89,0,0,50/89,0,0,2,5,2023,"$3,999,074",,
Andy Sullivan,39,0,4,24/39,0,0,0,0,-,"$824,792",,
Bud Sullivan,94,0,0,72/94,1,1,3,5,-,"$14,053",,
Chip Sullivan,47,0,0,18/47,0,0,0,0,-,"$148,695",,
Dennis Sullivan,40,0,0,15/40,0,0,0,0,-,"$12,460",,
Mike Sullivan,555,3,0,332/555,6,3,20,44,-,"$2,301,255",,
Boyd Summerhays,29,0,0,3/29,0,0,0,0,-,"$57,921",,
Daniel Summerhays,215,0,0,128/215,2,1,8,19,2011,"$8,941,409",,
Preston Summerhays,8,0,0,1/8,0,0,0,0,-,$0,,
David Sutherland,215,0,0,110/215,1,2,3,8,-,"$2,186,462",,
Kevin Sutherland,447,1,0,310/447,5,1,15,48,1996,"$15,658,171",,
Alex Sutton,44,0,0,31/44,0,0,1,1,-,"$4,426",,
Hal Sutton,646,14,0,436/646,18,9,69,124,-,"$15,267,685",,
Adam Svensson,142,1,0,90/142,0,0,2,9,2019,"$8,702,846",,
Hudson Swafford,217,3,0,123/217,1,1,5,13,-,"$9,650,377",,
Jesper Svensson,13,0,3,10/13,0,0,0,1,2025,"$594,561",,
Andrew Svoboda,82,0,0,33/82,1,0,1,3,2013,"$1,749,406",,
Mike Swartz,37,0,0,9/37,0,0,0,1,-,"$88,116",,
Joe Sylvester,30,0,0,28/30,2,0,2,9,-,$37,,
Hiroshi Tai,2,0,0,0/2,0,0,0,0,-,$0,,
Tommy Tailer,6,1,0,5/6,0,0,1,1,-,$0,,
Tom Talkington,30,0,0,21/30,0,0,0,0,-,"$1,636",,
Hidemichi Tanaka,175,0,0,100/175,0,2,7,10,-,"$3,439,042",,
Roger Tambellini,80,0,0,31/80,0,0,1,1,-,"$721,585",,
Toru Taniguchi,52,0,19,20/52,0,1,3,3,-,"$505,131",,
Jack Tarrant,10,1,0,10/10,1,0,2,2,-,$0,,
Alan Tapie,178,0,0,122/178,1,0,6,15,-,"$271,389",,
Hideto Tanihara,53,0,19,27/53,0,0,2,3,2005,"$753,398",,
Callum Tarren,91,0,0,37/91,1,0,2,5,2022,"$3,103,229",,
Phil Tataurangi,210,1,0,81/210,1,1,6,10,-,"$3,174,391",,
Joe Taylor,46,0,0,37/46,0,0,1,1,-,"$4,251",,
Harry Taylor,190,0,0,94/190,0,0,1,2,-,"$387,862",,
Ben Taylor,102,0,0,40/102,0,1,3,5,2020,"$2,520,082",,
Nick Taylor,293,5,0,185/293,2,0,8,23,2015,"$20,612,030",,
Phil Taylor,8,1,0,8/8,2,0,4,5,-,$203,,
Josh Teater,246,0,0,138/246,2,1,6,14,2010,"$6,097,136",,
Glenn Teal,120,0,0,101/120,0,2,8,18,-,"$17,616",,
Steve Taylor,31,0,0,18/31,1,0,1,2,-,"$22,926",,
Vaughn Taylor,459,3,0,278/459,4,3,17,42,2004,"$19,379,410",,
Louis Tellier,24,1,0,24/24,1,2,7,12,-,$0,,
Lance Ten Broeck,355,0,0,162/355,1,1,4,11,-,"$790,347",,
Ron Terry,45,0,0,19/45,0,0,0,0,-,"$19,429",,
Roland Thatcher,154,0,0,62/154,2,0,5,11,-,"$3,634,707",,
Brian Tennyson,176,0,0,98/176,2,1,8,13,-,"$996,083",,
Doug Tewell,543,4,0,338/543,5,4,21,60,-,"$2,723,711",,
Tim Thelen,33,0,0,5/33,0,0,0,0,-,"$78,742",,
Dave Thomas,36,0,0,30/36,0,0,0,2,-,"$7,165",,
Sahith Theegala,114,1,0,91/114,4,2,13,22,2022,"$19,878,495",,
Stan Thirsk,32,0,0,24/32,0,0,0,0,-,"$4,984",,
Justin Thomas,250,16,0,205/250,9,13,57,86,2015,"$66,626,027",,2017
Barney Thompson,174,0,0,100/174,1,0,3,8,-,"$153,495",,
Steve Thomas,44,0,0,13/44,0,0,0,1,-,"$25,781",,
Chris Thompson,21,0,0,5/21,0,0,0,0,2019,"$96,194",,
Curtis Thompson,33,0,0,11/33,0,0,0,1,2022,"$436,555",,
Davis Thompson,82,1,0,59/82,3,0,5,8,2023,"$8,279,945",,
Dicky Thompson,88,0,0,32/88,0,0,1,2,-,"$192,830",,
Jack Thompson,20,1,1,12/20,0,1,3,5,-,$75,,
Kyle Thompson,77,0,0,15/77,0,0,0,0,2008,"$267,685",,
Jimmy Thompson,43,2,0,29/43,0,0,2,4,-,"$1,362",,
Leonard Thompson,686,3,0,438/686,5,6,26,69,-,"$1,819,028",,
Michael Thompson,297,2,0,172/297,1,2,9,21,2011,"$12,650,720",,
Robert Thompson,161,0,0,60/161,0,1,4,7,-,"$236,297",,
Nicholas Thompson,230,0,0,114/230,1,1,6,13,2006,"$5,729,551",,
Rocky Thompson,306,0,0,158/306,2,3,7,10,-,"$146,391",,
Jimmy Thomson,235,2,0,221/235,15,6,41,89,-,"$34,423",,
Jeff Thomsen,62,0,0,21/62,0,0,0,1,-,"$19,512",,
Peter Thomson,112,6,68,104/112,3,2,16,34,-,"$78,501",,
Michael Thorbjornsen,29,0,0,13/29,2,0,3,5,2024,"$1,621,457",,
David Thore,119,0,0,46/119,0,1,1,3,-,"$70,517",,
Braden Thornberry,21,0,0,6/21,0,0,1,1,-,"$47,951",,
Chuck Thorpe,61,0,0,46/61,0,0,1,7,-,"$43,375",,
Jim Thorpe,464,3,1,254/464,7,1,20,36,-,"$1,935,566",,
Chris Tidland,96,0,1,41/96,0,0,1,4,-,"$1,267,237",,
